varName;Deutsch;English;useInRule_1;Col5;Col6;Col7;Col8;shortNames;Col10;Col11;Col12;Col13;Col14;Col15;Col16;Col17
P5000_008;mit PKW zum n‰chsten Fahrradparkplatz;by car to the next bicycle parking;0;P;5000_008;zum n‰chsten;Fahrradparkplatz;Fahrradparkplatz;;to the next;Bicycle parking;bicycle parking;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P5000_009;mit PKW zur n‰chsten Fahrradleihstation;by car to the next bicycle renting;0;P;5000_009;zur n‰chsten;FahrradLeihstation;Fahrradleihstation;;to the next;Bicycle renting;bicycle renting;mit PKW;mit PKW zur n‰chsten;by car;by car to the next
P5000_010;mit PKW zur n‰chsten Car Sharing Station;by car to the next car shring station;0;P;5000_010;zur n‰chsten;CarSharingStation;Car Sharing Station;;to the next;Car shring station;car shring station;mit PKW;mit PKW zur n‰chsten;by car;by car to the next
P5000_011;mit PKW zum n‰chsten S-/Regional-Bahnhof;by car to the next regional train station;0;P;5000_011;zum n‰chsten;SundRegionalBahnhof;S-/Regional-Bahnhof;;to the next;Regional train station;regional train station;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P5000_012;mit PKW zur n‰chsten Elektroladestation;by car to the next electric mobility recharge station;0;P;5000_012;zur n‰chsten;Elektroladestation;Elektroladestation;;to the next;Electric mobility recharge station;electric mobility recharge station;mit PKW;mit PKW zur n‰chsten;by car;by car to the next
P5000_013;mit PKW zur n‰chsten Tankstelle;by car to the next gas station;0;P;5000_013;zur n‰chsten;Tankstelle;Tankstelle;;to the next;Gas station;gas station;mit PKW;mit PKW zur n‰chsten;by car;by car to the next
P5000_014;mit PKW zum n‰chsten Taxistand;by car to the next cab station;0;P;5000_014;zum n‰chsten;Taxistand;Taxistand;;to the next;Cab station;cab station;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P6000_001;mit PKW zum n‰chsten Aussichtspunkt;by car to the next view point;0;P;6000_001;zum n‰chsten;Aussichtspunkt;Aussichtspunkt;;to the next;View point;view point;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P6000_002;mit PKW zur n‰chsten Bar/Kneipe;by car to the next bar/pub;0;P;6000_002;zur n‰chsten;BarKneipe;Bar/Kneipe;;to the next;Bar/Pub;bar/pub;mit PKW;mit PKW zur n‰chsten;by car;by car to the next
P6000_003;mit PKW zur n‰chsten Bibliothek/Buchhandlung;by car to the next library/book store;0;P;6000_003;zur n‰chsten;BibliothekBuchhandlung;Bibliothek/Buchhandlung;;to the next;Library/Book store;library/book store;mit PKW;mit PKW zur n‰chsten;by car;by car to the next
P6000_004;mit PKW zum n‰chsten Club;by car to the next club;0;P;6000_004;zum n‰chsten;Club;Club;;to the next;Club;club;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P6000_005;mit PKW zum n‰chsten Friedhof;by car to the next cementery;0;P;6000_005;zum n‰chsten;Friedhof;Friedhof;;to the next;Cementery;cementery;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P6000_006;mit PKW zur n‰chsten Galerie;by car to the next gallery;0;P;6000_006;zur n‰chsten;Galerie;Galerie;;to the next;Gallery;gallery;mit PKW;mit PKW zur n‰chsten;by car;by car to the next
P6000_007;mit PKW zum n‰chsten Gotteshaus;by car to the next church/religious facility;0;P;6000_007;zum n‰chsten;Gotteshaus;Gotteshaus;;to the next;Church/Religious facility;church/religious facility;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P6000_008;mit PKW zum n‰chsten Jagd-/Fischereigebiet;by car to the next hunting/fishing zone;0;P;6000_008;zum n‰chsten;JagdundFischereigebiet;Jagd-/Fischereigebiet;;to the next;Hunting/Fishing zone;hunting/fishing zone;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P6000_009;mit PKW zum n‰chsten Kino;by car to the next cinema;0;P;6000_009;zum n‰chsten;Kino;Kino;;to the next;Cinema;cinema;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P6000_010;mit PKW zum n‰chsten Museum;by car to the next museum;0;P;6000_010;zum n‰chsten;Museum;Museum;;to the next;Museum;museum;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P6000_011;mit PKW zum n‰chsten Park;by car to the next park;0;P;6000_011;zum n‰chsten;Park;Park;;to the next;Park;park;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P6000_012;mit PKW zum n‰chsten Restaurant/CafÈ;by car to the next restaurant/cafÈ;0;P;6000_012;zum n‰chsten;RestaurantCafe;Restaurant/CafÈ;;to the next;Restaurant/CafÈ;restaurant/cafÈ;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P6000_013;mit PKW zum n‰chsten Schwimmbad/Badestelle;by car to the next swiming pool/site;0;P;6000_013;zum n‰chsten;SchwimmbadBadestelle;Schwimmbad/Badestelle;;to the next;Swiming pool/site;swiming pool/site;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P6000_014;mit PKW zur n‰chsten Sehensw¸rdigkeit;by car to the next sight;0;P;6000_014;zur n‰chsten;Sehenswuerdigkeit;Sehensw¸rdigkeit;;to the next;Sight;sight;mit PKW;mit PKW zur n‰chsten;by car;by car to the next
P6000_016;mit PKW zum n‰chsten Spielplatz;by car to the next playground;0;P;6000_016;zum n‰chsten;Spielplatz;Spielplatz;;to the next;Playground;playground;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P6000_017;mit PKW zur n‰chsten Sportst‰tte;by car to the next sports;0;P;6000_017;zur n‰chsten;Sportstaette;Sportst‰tte;;to the next;Sports;sports;mit PKW;mit PKW zur n‰chsten;by car;by car to the next
P6000_018;mit PKW zum n‰chsten Theater;by car to the next theater;0;P;6000_018;zum n‰chsten;Theater;Theater;;to the next;Theater;theater;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P6000_019;mit PKW zum n‰chsten Tiergehege;by car to the next animal park;0;P;6000_019;zum n‰chsten;Tiergehege;Tiergehege;;to the next;Animal park;animal park;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P6000_020;mit PKW zur n‰chsten Touristeninformation;by car to the next tourist information;0;P;6000_020;zur n‰chsten;Touristeninformation;Touristeninformation;;to the next;Tourist information;tourist information;mit PKW;mit PKW zur n‰chsten;by car;by car to the next
P6000_021;mit PKW zum n‰chsten Veranstaltungsort;by car to the next event location;0;P;6000_021;zum n‰chsten;Veranstaltungsort;Veranstaltungsort;;to the next;Event location;event location;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P6000_022;mit PKW zum n‰chsten Weihnachtsmarkt;by car to the next christmas market;0;P;6000_022;zum n‰chsten;Weihnachtsmarkt;Weihnachtsmarkt;;to the next;Christmas market;christmas market;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P6000_023;mit PKW zur n‰chsten Ausgleichsfl‰che;by car to the next ecological substitution area;0;P;6000_023;zur n‰chsten;Ausgleichsflaeche;Ausgleichsfl‰che;;to the next;Ecological substitution area;ecological substitution area;mit PKW;mit PKW zur n‰chsten;by car;by car to the next
P6000_024;mit PKW zum n‰chsten Schutzgebiet;by car to the next protected natural area;0;P;6000_024;zum n‰chsten;Schutzgebiet;Schutzgebiet;;to the next;Protected natural area;protected natural area;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P6000_025;mit PKW zum n‰chsten Hotel/Hostel;by car to the next hotel/hostel;0;P;6000_025;zum n‰chsten;HotelHostel;Hotel/Hostel;;to the next;Hotel/Hostel;hotel/hostel;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P6000_026;mit PKW zum n‰chsten Wellness;by car to the next wellness;0;P;6000_026;zum n‰chsten;Wellness;Wellness;;to the next;Wellness;wellness;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P7000_001;mit PKW zum n‰chsten B‰cker;by car to the next bakery;0;P;7000_001;zum n‰chsten;Baecker;B‰cker;;to the next;Bakery;bakery;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P7000_002;mit PKW zur n‰chsten Bank;by car to the next bank;0;P;7000_002;zur n‰chsten;Bank;Bank;;to the next;Bank;bank;mit PKW;mit PKW zur n‰chsten;by car;by car to the next
P7000_003;mit PKW zum n‰chsten Einkaufszentrum/Sonstiges Shopping;by car to the next mall/shopping;0;P;7000_003;zum n‰chsten;EinkaufszentrumSonstigeShopping;Einkaufszentrum/Sonstiges Shopping;;to the next;Mall/Shopping;mall/shopping;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P7000_004;mit PKW zum n‰chsten Friseur;by car to the next hairdresser;0;P;7000_004;zum n‰chsten;Friseur;Friseur;;to the next;Hairdresser;hairdresser;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P7000_005;mit PKW zum n‰chsten Geldautomat;by car to the next atm;0;P;7000_005;zum n‰chsten;Geldautomat;Geldautomat;;to the next;ATM;atm;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P7000_006;mit PKW zum n‰chsten Kiosk;by car to the next kiosk;0;P;7000_006;zum n‰chsten;Kiosk;Kiosk;;to the next;Kiosk;kiosk;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P7000_007;mit PKW zur n‰chsten Post;by car to the next post office;0;P;7000_007;zur n‰chsten;Post;Post;;to the next;Post office;post office;mit PKW;mit PKW zur n‰chsten;by car;by car to the next
P7000_008;mit PKW zur n‰chsten Reinigung;by car to the next cleaning service;0;P;7000_008;zur n‰chsten;Reinigung;Reinigung;;to the next;Cleaning service;cleaning service;mit PKW;mit PKW zur n‰chsten;by car;by car to the next
P7000_009;mit PKW zum n‰chsten Schuster/Schl¸sseldienst;by car to the next shoemaker/locksmith;0;P;7000_009;zum n‰chsten;SchusterSchluesseldienst;Schuster/Schl¸sseldienst;;to the next;Shoemaker/Locksmith;shoemaker/locksmith;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P7000_010;mit PKW zum n‰chsten Wochenmarkt;by car to the next weeky market;0;P;7000_010;zum n‰chsten;Wochenmarkt;Wochenmarkt;;to the next;Weeky market;weeky market;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P7000_011;mit PKW zum n‰chsten Lebensmittelgesch‰ft;by car to the next grocery stores;0;P;7000_011;zum n‰chsten;Lebensmittelgeschaeft;Lebensmittelgesch‰ft;;to the next;Grocery stores;grocery stores;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P7000_012;mit PKW zum n‰chsten Anwalt;by car to the next lawyer;0;P;7000_012;zum n‰chsten;Anwalt;Anwalt;;to the next;Lawyer;lawyer;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P7000_013;mit PKW zum n‰chsten Finanzberater;by car to the next financial consultant;0;P;7000_013;zum n‰chsten;Finanzberater;Finanzberater;;to the next;Financial consultant;financial consultant;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P7000_014;mit PKW zum n‰chsten Tierarzt;by car to the next vetinarian;0;P;7000_014;zum n‰chsten;Tierarzt;Tierarzt;;to the next;Vetinarian;vetinarian;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P7000_015;mit PKW zum n‰chsten Rotlicht;by car to the next red light;0;P;7000_015;zum n‰chsten;Rotlicht;Rotlicht;;to the next;Red light;red light;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P7000_016;mit PKW zum n‰chsten Gl¸cksspiel;by car to the next gambling;0;P;7000_016;zum n‰chsten;Gluecksspiel;Gl¸cksspiel;;to the next;Gambling;gambling;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P7000_017;mit PKW zur n‰chsten ÷ffentliche Toiletten;by car to the next public toilete;0;P;7000_017;zur n‰chsten;OeffentlicheToiletten;÷ffentliche Toiletten;;to the next;Public toilete;public toilete;mit PKW;mit PKW zur n‰chsten;by car;by car to the next
P7000_018;mit PKW zur n‰chsten Videothek;by car to the next video store;0;P;7000_018;zur n‰chsten;Videothek;Videothek;;to the next;Video store;video store;mit PKW;mit PKW zur n‰chsten;by car;by car to the next
P7000_019;mit PKW zur n‰chsten Fahrschule;by car to the next driving school;0;P;7000_019;zur n‰chsten;Fahrschule;Fahrschule;;to the next;Driving school;driving school;mit PKW;mit PKW zur n‰chsten;by car;by car to the next
P7000_020;mit PKW zum n‰chsten Nagelstudio/Kosmetik;by car to the next nail bar/cosmetics;0;P;7000_020;zum n‰chsten;NagelstudioKosmetik;Nagelstudio/Kosmetik;;to the next;Nail bar/cosmetics;nail bar/cosmetics;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P7000_021;mit PKW zum n‰chsten Handwerk;by car to the next handcraft;0;P;7000_021;zum n‰chsten;HandwerkVerschiedene;Handwerk;;to the next;Handcraft;handcraft;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P7000_022;mit PKW zum n‰chsten Autohandel;by car to the next car dealer;0;P;7000_022;zum n‰chsten;Autohandel;Autohandel;;to the next;Car dealer;car dealer;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P7000_023;mit PKW zur n‰chsten Bestattung;by car to the next motician;0;P;7000_023;zur n‰chsten;Bestattung;Bestattung;;to the next;Motician;motician;mit PKW;mit PKW zur n‰chsten;by car;by car to the next
P7000_024;mit PKW zum n‰chsten Optiker/Hˆrger‰te;by car to the next optics/hearing devices;0;P;7000_024;zum n‰chsten;OptikerHoergeraete;Optiker/Hˆrger‰te;;to the next;Optics/Hearing devices;optics/hearing devices;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P7000_025;mit PKW zum n‰chsten Schneider;by car to the next tailor;0;P;7000_025;zum n‰chsten;Schneider;Schneider;;to the next;Tailor;tailor;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P8000_001;mit PKW zur n‰chsten Untersuchungsgebiet;by car to the next study area;0;P;8000_001;zur n‰chsten;Untersuchungsgebiet;Untersuchungsgebiet;;to the next;Study area;study area;mit PKW;mit PKW zur n‰chsten;by car;by car to the next
P8000_002;mit PKW zur n‰chsten Kommune;by car to the next municipality;0;P;8000_002;zur n‰chsten;Kommune;Kommune;;to the next;Municipality;municipality;mit PKW;mit PKW zur n‰chsten;by car;by car to the next
P8000_003;mit PKW zum n‰chsten Postleitzahlgebiet;by car to the next zip code region;0;P;8000_003;zum n‰chsten;Postleitzahlgebiet;Postleitzahlgebiet;;to the next;ZIP code region;zip code region;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P8000_004;mit PKW zum n‰chsten Stadtteil;by car to the next city district;0;P;8000_004;zum n‰chsten;Stadtteil;Stadtteil;;to the next;City district;city district;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P8000_005;mit PKW zum n‰chsten StatistischeBezirkWahlbezirk;by car to the next statistical/vote district;0;P;8000_005;zum n‰chsten;StatistischeBezirkWahlbezirk;StatistischeBezirkWahlbezirk;;to the next;Statistical/Vote district;statistical/vote district;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P8000_006;mit PKW zur n‰chsten Richtwertzone;by car to the next ground value zone;0;P;8000_006;zur n‰chsten;Richtwertzone;Richtwertzone;;to the next;Ground value zone;ground value zone;mit PKW;mit PKW zur n‰chsten;by car;by car to the next
P8000_007;mit PKW zum n‰chsten Quartier;by car to the next city quartet;0;P;8000_007;zum n‰chsten;Quartier;Quartier;;to the next;City quartet;city quartet;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P8000_008;mit PKW zur n‰chsten Bauleitplanung;by car to the next land use planning;0;P;8000_008;zur n‰chsten;Bauleitplanung;Bauleitplanung;;to the next;Land use planning;land use planning;mit PKW;mit PKW zur n‰chsten;by car;by car to the next
P8000_009;mit PKW zum n‰chsten Baublock;by car to the next building block;0;P;8000_009;zum n‰chsten;Baublock;Baublock;;to the next;Building block;building block;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P8000_010;mit PKW zur n‰chsten Adresse;by car to the next address;0;P;8000_010;zur n‰chsten;Adresse;Adresse;;to the next;Address;address;mit PKW;mit PKW zur n‰chsten;by car;by car to the next
P8000_011;mit PKW zur n‰chsten Adresskoordinate;by car to the next address coordinate;0;P;8000_011;zur n‰chsten;Adresskoordinate;Adresskoordinate;;to the next;Address coordinate;address coordinate;mit PKW;mit PKW zur n‰chsten;by car;by car to the next
P8000_012;mit PKW zur n‰chsten Person;by car to the next person;0;P;8000_012;zur n‰chsten;Person;Person;;to the next;Person;person;mit PKW;mit PKW zur n‰chsten;by car;by car to the next
P9000_001;mit PKW zur n‰chsten Ampel;by car to the next stop light;0;P;9000_001;zur n‰chsten;Ampel;Ampel;;to the next;Stop light;stop light;mit PKW;mit PKW zur n‰chsten;by car;by car to the next
P9000_002;mit PKW zur n‰chsten Dauerbaustelle;by car to the next construction site;0;P;9000_002;zur n‰chsten;Dauerbaustellen;Dauerbaustelle;;to the next;Construction site;construction site;mit PKW;mit PKW zur n‰chsten;by car;by car to the next
P9000_003;mit PKW zur n‰chsten Barriere;by car to the next barrier;0;P;9000_003;zur n‰chsten;Barrieren;Barriere;;to the next;Barrier;barrier;mit PKW;mit PKW zur n‰chsten;by car;by car to the next
P9000_004;mit PKW zum n‰chsten Fahrradwegenetz;by car to the next bicycle network;0;P;9000_004;zum n‰chsten;Fahrradwegenetz;Fahrradwegenetz;;to the next;Bicycle network;bicycle network;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P9000_005;mit PKW zum n‰chsten Fuﬂ-/Wanderweg;by car to the next pedestrian network;0;P;9000_005;zum n‰chsten;FussWanderwege;Fuﬂ-/Wanderweg;;to the next;Pedestrian network;pedestrian network;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P9000_006;mit PKW zum n‰chsten Liniennetz ÷PNV;by car to the next public transportation network;0;P;9000_006;zum n‰chsten;LiniennetzOePNV;Liniennetz ÷PNV;;to the next;Public transportation network;public transportation network;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P9000_007;mit PKW zum n‰chsten Straﬂennetz;by car to the next streets network;0;P;9000_007;zum n‰chsten;Strassennetz;Straﬂennetz;;to the next;Streets network;streets network;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P9000_008;mit PKW zur n‰chsten Leitung;by car to the next technical line;0;P;9000_008;zur n‰chsten;Leitung;Leitung;;to the next;Technical line;technical line;mit PKW;mit PKW zur n‰chsten;by car;by car to the next
P1100_001;mit PKW zur n‰chsten Biogasanlage;by car to the next biogas plant;0;P;1100_001;zur n‰chsten;Biogasanlage;Biogasanlage;;to the next;Biogas plant;biogas plant;mit PKW;mit PKW zur n‰chsten;by car;by car to the next
P1100_002;mit PKW zum n‰chsten Blockheizkraftwerk;by car to the next communal heating plant;0;P;1100_002;zum n‰chsten;Blockheizkraftwerk;Blockheizkraftwerk;;to the next;Communal heating plant;communal heating plant;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P1100_003;mit PKW zur n‰chsten Deponie;by car to the next landfill;0;P;1100_003;zur n‰chsten;Deponie;Deponie;;to the next;Landfill;landfill;mit PKW;mit PKW zur n‰chsten;by car;by car to the next
P1100_004;mit PKW zur n‰chsten Kl‰rschlammausbringung;by car to the next sludge disposal;0;P;1100_004;zur n‰chsten;Klaerschlammausbringung;Kl‰rschlammausbringung;;to the next;Sludge disposal;sludge disposal;mit PKW;mit PKW zur n‰chsten;by car;by car to the next
P1100_005;mit PKW zum n‰chsten Kl‰rwerk;by car to the next waste water treatment plant;0;P;1100_005;zum n‰chsten;Klaerwerk;Kl‰rwerk;;to the next;Waste water treatment plant;waste water treatment plant;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P1100_006;mit PKW zur n‰chsten Kraft-W‰rme-Kopplungsanlagen;by car to the next cogeneration system;0;P;1100_006;zur n‰chsten;Kraftwaermekopplungsanlagen;Kraft-W‰rme-Kopplungsanlagen;;to the next;Cogeneration system;cogeneration system;mit PKW;mit PKW zur n‰chsten;by car;by car to the next
P1100_007;mit PKW zur n‰chsten Solaranlage;by car to the next solar energy;0;P;1100_007;zur n‰chsten;Solaranlage;Solaranlage;;to the next;Solar energy;solar energy;mit PKW;mit PKW zur n‰chsten;by car;by car to the next
P1100_008;mit PKW zur n‰chsten Pumpstation;by car to the next pumping station;0;P;1100_008;zur n‰chsten;Pumpstation;Pumpstation;;to the next;Pumping station;pumping station;mit PKW;mit PKW zur n‰chsten;by car;by car to the next
P1100_009;mit PKW zur n‰chsten Windkraftanlage;by car to the next wind turbine;0;P;1100_009;zur n‰chsten;Windkraftanlage;Windkraftanlage;;to the next;Wind turbine;wind turbine;mit PKW;mit PKW zur n‰chsten;by car;by car to the next
P1100_010;mit PKW zum n‰chsten Flieﬂgew‰sser;by car to the next rivers and streams;0;P;1100_010;zum n‰chsten;Fliessgewaesser;Flieﬂgew‰sser;;to the next;Rivers and streams;rivers and streams;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P1100_011;mit PKW zum n‰chsten stehenden Gew‰sser;by car to the next lakes and ponds;0;P;1100_011;zum n‰chsten;StehendeGewaesser;stehenden Gew‰sser;x;to the next;Lakes and ponds;lakes and ponds;mit PKW;mit PKW zum n‰chsten;by car;by car to the next
P1100_012;mit PKW zur n‰chsten Landnutzung;by car to the next landuse;0;P;1100_012;zur n‰chsten;Landnutzung;Landnutzung;;to the next;Landuse;landuse;mit PKW;mit PKW zur n‰chsten;by car;by car to the next
uKind;Anzahl der Unwohlf¸hlpunkte f¸r Zielgruppe - Kinder;Number of not feel well points for target group children;0;;;;;;;;;;;;;
uJugend;Anzahl der Unwohlf¸hlpunkte f¸r Zielgruppe - Jugendliche;Number of not feel well points for target group youngsters;0;;;;;;;;;;;;;
uStudent;Anzahl der Unwohlf¸hlpunkte f¸r Zielgruppe - Studenten/Auszubildende;Number of not feel well points for target group students;0;;;;;;;;;;;;;
uSingle;Anzahl der Unwohlf¸hlpunkte f¸r Zielgruppe - Singles oder kinderloses Paare;Number of not feel well points for target group singles or childless couples;0;;;;;;;;;;;;;
uSenior;Anzahl der Unwohlf¸hlpunkte f¸r Zielgruppe - Senioren/Mobilit‰tseingeschr‰nkte;Number of not feel well points for target group senior citizens and mobility impaired citizens;0;;;;;;;;;;;;;
uMigra;Anzahl der Unwohlf¸hlpunkte f¸r Zielgruppe - Migrationshintergrund;Number of not feel well points for target group migratory background;0;;;;;;;;;;;;;
uFrau;Anzahl der Unwohlf¸hlpunkte f¸r Zielgruppe - Frauen;Number of not feel well points for target group women;0;;;;;;;;;;;;;
uMann;Anzahl der Unwohlf¸hlpunkte f¸r Zielgruppe - M‰nner;Number of not feel well points for target group men;0;;;;;;;;;;;;;
d1000_001;Luftlinie zur n‰chsten Feuerwehr;as the crow flies to the next fire station;0.8;d;1000_001;zur n‰chsten;Feuerwehr;Feuerwehr;;to the next;Fire station;fire station;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d1000_002;Luftlinie zum n‰chsten Hydrant;as the crow flies to the next hydrant;0;d;1000_002;zum n‰chsten;Hydrant;Hydrant;;to the next;Hydrant;hydrant;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d1000_003;Luftlinie zum n‰chsten Katastrophenschutz;as the crow flies to the next disaster control;0;d;1000_003;zum n‰chsten;Katastrophenschutz;Katastrophenschutz;;to the next;Disaster control;disaster control;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d1000_004;Luftlinie zur n‰chsten Polizei;as the crow flies to the next police station;0;d;1000_004;zur n‰chsten;Polizei;Polizei;;to the next;Police station;police station;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d1000_005;Luftlinie zum n‰chsten Rathaus;as the crow flies to the next city hall;0;d;1000_005;zum n‰chsten;Rathaus;Rathaus;;to the next;City hall;city hall;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d1000_006;Luftlinie zum n‰chsten Recyclinghof/Sammelstelle;as the crow flies to the next recylcing site;0;d;1000_006;zum n‰chsten;RecyclinghofSammelstelle;Recyclinghof/Sammelstelle;;to the next;Recylcing site;recylcing site;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d1000_007;Luftlinie zur n‰chsten ˆffentlichen Trinkwasserstelle;as the crow flies to the next public drinking water;0;d;1000_007;zur n‰chsten;OeffentlicheTrinkwasserstelle;ˆffentlichen Trinkwasserstelle;x;to the next;Public drinking water;public drinking water;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d2000_001;Luftlinie zur n‰chsten Apotheke;as the crow flies to the next pharmacy;0;d;2000_001;zur n‰chsten;Apotheke;Apotheke;;to the next;Pharmacy;pharmacy;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d2000_002;Luftlinie zum n‰chsten Arzt;as the crow flies to the next medical doctor;0;d;2000_002;zum n‰chsten;Arzt;Arzt;;to the next;Medical doctor;medical doctor;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d2000_003;Luftlinie zum n‰chsten Krankenhaus;as the crow flies to the next hospital;0;d;2000_003;zum n‰chsten;Krankenhaus;Krankenhaus;;to the next;Hospital;hospital;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d2000_004;Luftlinie zur n‰chsten Pflegeeinrichtung;as the crow flies to the next healthcare center;0;d;2000_004;zur n‰chsten;Pflegeeinrichtung;Pflegeeinrichtung;;to the next;Healthcare center;healthcare center;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d3000_001;Luftlinie zur n‰chsten Berufsschule;as the crow flies to the next vocational school;0;d;3000_001;zur n‰chsten;Berufsschule;Berufsschule;;to the next;Vocational school;vocational school;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d3000_002;Luftlinie zum n‰chsten Forschungsinstitut;as the crow flies to the next research facility;0;d;3000_002;zum n‰chsten;Forschungsinstitut;Forschungsinstitut;;to the next;Research facility;research facility;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d3000_003;Luftlinie zur n‰chsten Schule;as the crow flies to the next school;0;d;3000_003;zur n‰chsten;Schule;Schule;;to the next;School;school;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d3000_004;Luftlinie zur n‰chsten Hochschule;as the crow flies to the next university;0;d;3000_004;zur n‰chsten;Hochschule;Hochschule;;to the next;University;university;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d3000_005;Luftlinie zum n‰chsten Kindergarten;as the crow flies to the next kindergarten;0;d;3000_005;zum n‰chsten;Kindergarten;Kindergarten;;to the next;Kindergarten;kindergarten;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d3000_006;Luftlinie zur n‰chsten Kita;as the crow flies to the next daycare center;0;d;3000_006;zur n‰chsten;Kita;Kita;;to the next;Daycare center;daycare center;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d3000_007;Luftlinie zur n‰chsten Tagesmutter;as the crow flies to the next daycare parent;0;d;3000_007;zur n‰chsten;Tagesmutter;Tagesmutter;;to the next;Daycare parent;daycare parent;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d3000_008;Luftlinie zur n‰chsten Volkshochschule;as the crow flies to the next adult education center;0;d;3000_008;zur n‰chsten;Volkshochschule;Volkshochschule;;to the next;Adult education center;adult education center;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d4000_001;Luftlinie zum n‰chsten Asylbewerberheim;as the crow flies to the next refugee shelter;0;d;4000_001;zum n‰chsten;Asylbewerberheim;Asylbewerberheim;;to the next;Refugee shelter;refugee shelter;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
